PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,SampleRatio,PlateCutoff
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Ratio of median channel fluorescence of test sample to DMSO control,Average plus five standard deviations of the SampleRatios on a particular assay plate
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10,
321,14735824,2771109,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O,Inactive,0,,,114.09,254
322,22404804,4880444,CC(C1=CC=C(C=C1)F)NC(=O)C(C)OC2=CC=CC=C2NC(=O)C,Inactive,0,,,116.84,254
323,865531,666790,C1=COC(=C1)CN2C(=NN=C2SCC(=O)NC3=CC(=CC(=C3)Cl)Cl)CC4=CC=CS4,Inactive,0,,,114.09,254
324,17408241,11958727,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=CC=C4C=C3)C)CC.[I-],Active,100,,,8445.36,254
325,17507739,1104847,C1CCC(=NCC1)NC2=NC(=CS2)C3=CC=C(C=C3)Br,Inactive,0,,,112.71,254
326,4257461,1245272,CC1=C(C=CO1)C(=O)NC2=NC3=C(S2)C=C(C=C3)OC,Inactive,0,,,119.59,254
327,22403599,885713,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC(=O)C(Cl)Cl,Inactive,0,,,118.21,254
328,17414528,2869210,CC(C)NC(=O)C(=O)NNC(=O)C12CC3CC(C1)CC(C3)C2,Inactive,0,,,111.34,254
329,17401999,4345318,CCOC1=C(C=C2C(=C1)C(=O)N(C(=S)N2)CCC(=O)NCC3=CC=C(C=C3)OC)OCC,Inactive,0,,,101.72,254
330,26668438,1248897,C1=COC(=C1)CN2C(=NN=C2SCC(=O)NC3=CC=C(C=C3)Br)CC4=CC=CS4,Inactive,0,,,114.09,254
331,24835499,3676567,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=C(C=CC(=C4)S(=O)(=O)N5CCOCC5)N6CCOCC6,Inactive,0,,,112.71,254
332,14725904,1451092,CC(C)(C)C1=CSC(=N1)NC(=O)CSC2=NC=C(N2CC3=CC=CO3)C4=CC=C(C=C4)OC,Inactive,0,,,115.46,254
333,17505809,1422843,C1=CC(=CC=C1COC2=CC(=C(C=C2)C3=C(C=NN3)C4=CC=C(C=C4)Cl)O)[N+](=O)[O-],Inactive,0,,,108.59,254
334,861421,662667,C1=CC(=CN=C1)C2=NN=C(N2CC3=CC=CO3)SCC(=O)C4=CC(=C(C=C4)Cl)Cl,Inactive,0,,,104.47,254
335,47201526,23724249,CCCCCCCCCCOC(=O)CN1C2=CC=CC=C2[N+](=C1COC3=CC=CC(=C3)C)C.[Cl-],Inactive,0,,,109.97,254
336,4249653,3243578,C1=COC(=C1)CN2C3=C(C(=O)N(C(=N3)SCC#N)C4=CC=C(C=C4)F)SC2=S,Inactive,0,,,111.34,254
337,49728186,3216597,CCOC1=CC=CC(=C1)N(C(C2=CC=C(C=C2)OC)C(=O)NC(C)(C)C)C(=O)CCC(=O)NC3=NOC(=C3)C,Inactive,0,,,109.97,254
338,856809,658163,CN(C)S(=O)(=O)NC1=CC(=C(C=C1)NS(=O)(=O)N(C)C)S(=O)(=O)C2=CC=CC=C2,Inactive,0,,,105.84,254
339,865455,666709,CC1=NN2C3=C(C=NC2=C1C4=CC=CC=C4)C(=O)CCC3,Inactive,0,,,105.84,254
340,49670187,24761551,CC[N+]1=C(C=CC2=C1C=C(C=C2)OC)/C=C/C3=CC=C(C=C3)N(CC)CC.[I-],Active,100,,,3697.59,254
341,49648686,24747879,CN1CCCC1CCNC2=CC3=C(C=C2)SC4=CC=CC=C4C3=O,Active,0,,,254.3,254
342,51088811,2144321,CCOC1=C(C=C(C=C1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=CO4)S2)OCC,Inactive,0,,,115.46,254
343,24804033,1925285,CC1=CC(=CC(=C1)N\2C(=C(C(=O)/C2=C\C3=CC=C(C=C3)O)C(=O)OC)C)C,Inactive,0,,,114.09,254
344,49828061,18161618,CC1=CC(=NN1CC(=O)NNC(=O)CCC2=CC=C(C=C2)OC)C,Inactive,0,,,109.97,254
345,49649378,5722076,C[N+]1=CC=CC=C1/C=C/C2=CC=C(C=C2)[N+](=O)[O-].[I-],Inactive,0,,,133.33,254
346,17512209,6865519,CC1=NC2=CC=CC=C2C(=C1)C(=O)N/N=C/C3=CC(=CC=C3)[N+](=O)[O-],Active,100,,,845.36,254
347,14719391,605582,CC1=CC=C(C=C1)C2=NN=C(S2)N,Inactive,0,,,112.71,254
348,26660964,1894170,CN1C(=C(C=N1)N=CC2=C(C=CC3=CC=CC=C32)O)C(=O)NC4=CC=CC=C4OC,Inactive,0,,,109.97,254
349,22401772,15944811,CNC1=NC2=C(S1)C3=C(C(C(=C(O3)N)C#N)C4=CC=CC=C4)C(=O)N2.CN(C)C=O,Inactive,0,,,116.84,254
350,26658423,135484332,C1COCCN1CCCNC(=O)C(=O)N/N=C/C2=CC=CC=C2O,Inactive,0,,,111.34,254
351,14730566,338050,CC1(OC(=O)C(=NNC2=CC=CC=C2)C(=O)O1)C,Inactive,0,,,109.97,254
352,24824153,7119032,C1=COC(=C1)C2=NC(=C3C(=N2)N(C(=O)N3)C4=CC(=C(C=C4)Cl)Cl)C(=O)N,Inactive,0,,,107.22,254
353,17511686,948493,CN1C=NC(=C1OC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],Inactive,0,,,103.09,254
354,49826252,24819270,C1CC(C2=C(C1)N(N=C2)C3=CC=CC=C3F)NC(=O)C4=CC=CC=N4,Inactive,0,,,105.84,254
355,22406567,7439216,C1CCC(CC1)NC(=O)COC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CS3,Inactive,0,,,104.47,254
356,3715155,2433969,CCN(CC)C1=CC(=CC=C1)OCC(=O)N(C)CCC#N,Inactive,0,,,202.06,254
357,22401474,135521475,CC1=CC(=NN1CC(=O)N/N=C/C2=C(C=CC(=C2)[N+](=O)[O-])O)C,Inactive,0,,,109.97,254
358,4250032,3243900,CC1=CC(=CC=C1)CS(=O)(=O)CC2=CC=C(O2)C(=O)NCC3=CC=CO3,Inactive,0,,,108.59,254
359,47201262,1173898,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)OC)N,Inactive,0,,,107.22,254
360,4261488,1522381,CC1=C(SC(=N1)N)C2=NN=C(N2CC=C)SCC3=CC=C(C=C3)C(=O)OC,Inactive,0,,,105.84,254
361,85301845,872367,CC1=CC=CC=C1NC(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CO3,Inactive,0,,,112.71,254
362,14738613,4072046,C1=CC=C2C(=C1)C(=CN2)CCNC(=O)CCCCCN3C(=O)C4=CC=CC=C4NC3=O,Inactive,0,,,109.97,254
363,14733849,2185720,CCN(CC)C1=CC=C(C=C1)/C=C\2/C(=O)N3C(=NN=C3S2)C4=CC=CC=C4Cl,Active,17,,,270.79,254
364,14731367,840783,C1CCCC(CCC1)NC(=O)NC2CCCCC2,Inactive,0,,,112.71,254
365,22407170,2472287,CC(C)C1=CC=CC=C1N2C(=NN=C2SCC3=CC(=O)OC4=C3C5=CC=CC=C5C=C4)C6=CN=CC=C6,Inactive,0,,,103.09,254
366,22404095,2179532,C1=CC=C(C=C1)/C=C\C=C(\C(=O)NCC2=CC=CO2)/NC(=O)C3=CC=C(O3)Br,Inactive,0,,,111.34,254
367,14745425,2308238,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=CS3)C(=O)NC4=CC=CC5=CC=CC=C54,Inactive,0,,,104.47,254
368,85302016,44263654,C1CCC(C1)CC[C@@]23[C@H](CC(C(=O)N2CCC4=C3NC5=CC=CC=C45)CC(=O)NCC67CC8CC(C6)CC(C8)C7)C(=O)N9CCOCC9,Inactive,0,,,108.59,254
369,4264832,2155684,C1CN(CCN1C2=CC=CC=C2)C(=O)CSC3=NN=C(O3)C4=CC=CC=C4,Inactive,0,,,107.22,254
370,22409503,4027362,COC1=CC=CC=C1C(=O)COC(=O)C2=CC=CC=C2OCC(=O)NC3=CC=C(C=C3)SC(F)F,Inactive,0,,,103.09,254
371,24840689,666790,C1=COC(=C1)CN2C(=NN=C2SCC(=O)NC3=CC(=CC(=C3)Cl)Cl)CC4=CC=CS4,Inactive,0,,,108.59,254
372,17406901,7315398,CCCSC1=NC(=NC(=C1)N2CCCC2)C3=CC=CC=C3,Active,100,,,3714.09,254
373,49736304,4189665,CCC(C(=O)NC1=CC(=C(C=C1)C)Cl)SC2=NC3=C(C(=O)N2CC4=CC=C(C=C4)C(=O)O)SC=C3,Inactive,0,,,123.71,254
374,87340950,3245299,CCOC1=CC=CC=C1C2=NC(=C3C(=N2)N(C(=O)N3)C4=CC=CC=C4)C(=O)N,Inactive,0,,,105.84,254
375,85302961,650458,CCOC1=CC=CC=C1OCC(=O)NC2=NN=C(S2)COC,Inactive,0,,,104.47,254
376,24809884,16192990,CC1=CC(=C(C(=C1Cl)C)N)O.Cl,Inactive,0,,,109.97,254
377,50086381,9611292,CCCC1=C(N=NN1C2=NON=C2N)C(=O)N/N=C/C3=C(C=CC4=CC=CC=C43)OC,Inactive,0,,,104.47,254
378,26667402,646644,CC1=CC(=C(C=C1)NCC2=NN=C(N2CC3=CC=CO3)SCC(=O)C4=CC=C(C=C4)OC)C,Inactive,0,,,105.84,254
379,49717169,20919943,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCCN4CCN(CC4)C)C)C,Inactive,0,,,104.47,254
380,17434079,2167057,CC(CNC(=O)/C=C/C1=CC=C(C=C1)F)(CNC(=O)/C=C/C2=CC=C(C=C2)F)C,Inactive,0,,,105.84,254
381,14730255,991447,COC1=CC=CC=C1NC(=O)C2=CC=CC=C2NC(=O)C3=C(C=CC(=C3)Cl)NC(=O)C4=CC=CO4,Inactive,0,,,100.34,254
382,22405123,3763617,CC(C)COC(=O)C1=CC=CC=C1N2C(=O)C3C4CCC(C4)C3C2=O,Inactive,0,,,104.47,254
383,49820440,24818073,CCOC1=CC=C(C=C1)C2/C(=C(\C3=CC4=C(C=C3)OC(C4)C)/O)/C(=O)C(=O)N2CCCN5C=CN=C5,Inactive,0,,,107.22,254
384,22414254,1777829,CCCCN1C(=O)C(=O)N(C1=S)C2=CC=CC=C2,Inactive,0,,,107.22,254
385,24785969,2884333,CC1=C(SC=[N+]1CC2=CC=C(C=C2)[N+](=O)[O-])CCOC(=O)CC34CC5CC(C3)CC(C5)(C4)C.[Br-],Inactive,0,,,105.84,254
386,22414116,392537,CCOC(=O)C1=CC=C(N1)C2=CC(=NO2)C,Inactive,0,,,105.84,254
387,26663191,2047042,CC1=CC=C(C=C1)S(=O)(=O)NN2C(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/SC2=S,Inactive,0,,,116.84,254
388,7974415,2835547,COC1=NC(=NC(=N1)NC23CC4CC(C2)CC(C4)C3)OC,Inactive,0,,,104.47,254
389,14730649,2981727,CC1=C2C(=NN=C(C2=C(N1C(C)C3=CC=C(C=C3)OC)C)C)C,Inactive,0,,,105.84,254
390,17508294,2927674,CC1=C(C=C(C=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC5=C(C=C4)OCO5)S(=O)(=O)NCCO,Inactive,0,,,105.84,254
391,860742,5389435,CCC1=CC2=C(C(=C1O)CN3CCOCC3)OC(=O)C=C2C4=CC=CC=C4,Inactive,0,,,105.84,254
392,14745606,2401707,CC(C)(C)C(=O)/C(=C\1/N(C(=O)/C(=C/C2=CN(N=C2C3=CN=CC=C3)C4=CC=CC=C4)/S1)C5=CC=C(C=C5)F)/C#N,Inactive,0,,,104.47,254
393,24791878,4325512,CC1=NN(C2=C1C(N3C4=CC=CC=C4NC(=O)C3=N2)C5=CC(=CC=C5)OC)C6=CC=C(C=C6)[N+](=O)[O-],Inactive,0,,,103.09,254
394,14738851,2953135,CCC1=CC=C(C=C1)C2=NN(C(C2)C3=CC=CS3)S(=O)(=O)C,Inactive,0,,,125.09,254
395,14736607,2845802,C1COCCN1CC2=C3C=CC4=CC=CC5=C4C3=C(C=C5)C=C2,Inactive,0,,,105.84,254
396,4254537,1243317,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)Cl)NC(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,104.47,254
397,24813200,2133777,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SC4=NC=NN4,Inactive,0,,,100.34,254
398,17402906,3737909,CC1=NC(=NN1C2=CC(=C(C=C2Cl)Cl)OC(C)C)C(=O)NC3=C(C=C(C=C3)Cl)Cl,Inactive,0,,,112.71,254
399,14731175,23663722,C/C(=C/C(=O)[O-])/C=C/C1=CC=CO1.[Na+],Inactive,0,,,98.97,254
400,4248425,1506925,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43)N(C(=O)C1=O)C,Inactive,0,,,237.8,254
401,85146253,1190071,C1CCN(CC1)C2=NC3=C(N=CN=C3N2[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,Inactive,0,,,104.47,254
402,17514252,3294285,CC1=CC(=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C(C(=O)C(F)(F)F)C(=O)OC(C)C)C,Inactive,0,,,87.97,254
403,49677082,2945784,C1CN(CCN1C(=O)N2CCOCC2)S(=O)(=O)C3=CC=CC(=C3)[N+](=O)[O-],Inactive,0,,,104.47,254
404,14737747,4449138,CC1=C(OC2=C1C=C(C=C2)S(=O)(=O)NC3CCCCCCC3)C(=O)O,Inactive,0,,,100.34,254
405,49734809,20911714,CC1CC2=C(N1C(=O)C3CCC3)C=CC(=C2)S(=O)(=O)N4CCCCC4,Inactive,0,,,101.72,254
406,22404028,2932047,CC(C)CCNC(=O)CCSCCC(=O)NCCC(C)C,Inactive,0,,,103.09,254
407,49734478,20911643,CCOC(=O)C1CCCCN1S(=O)(=O)C2=CC3=C(C=C2)N(C(C3)C)C(=O)C4CCC4,Inactive,0,,,103.09,254
408,14731535,1249875,CC(=O)C1=CC=C(C=C1)NS(=O)(=O)CC2=CC=C(C=C2)Cl,Inactive,0,,,103.09,254
409,14737433,4615020,CCC1=CC=C(C=C1)C2=CC(N3C(=NC=N3)N2)C4=C(C=CC(=C4)Br)F,Inactive,0,,,101.72,254
410,17432138,9585055,C/C(=N\NC(=O)CSCC1=CC=CC=C1Br)/C2=CC(=CC=C2)[N+](=O)[O-],Inactive,0,,,100.34,254
411,49826079,24819140,CC1=CC(=C(C=C1)C)OCC2=CC(=NO2)C(=O)N3CCNC(=O)C3,Inactive,0,,,103.09,254
412,22400928,852318,CCSC1=NC(=NC(=C1)N2CCOCC2)C3=CC=C(C=C3)Cl,Inactive,0,,,103.09,254
413,26658820,135484331,CCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=C(C=C4)O,Inactive,0,,,97.59,254
414,17513028,12005684,CCO.CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)C(=O)OC)C(=C(S2)C(=O)C4=CC=C(C=C4)OC)N)C,Inactive,0,,,105.84,254
415,49735727,20919967,CC1=CC=C(C=C1)N2C(=C3C(=NN(C(=O)C3=N2)CCCC(=O)NCC4=CC=C(O4)C)C)C,Inactive,0,,,103.09,254
416,860151,661460,C1CC(OC1)COC(=O)C(CC(=O)O)NCC2=CC=CO2,Inactive,0,,,104.47,254
417,85303037,135417736,CC1=CC(=C(C=C1)C)CN2C3=C(C(=O)NC(=N3)C4CCN(CC4)S(=O)(=O)C5=CC=C(C=C5)S(=O)(=O)NC6CC6)N=N2,Inactive,0,,,98.97,254
418,26663975,16682392,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC(=O)NC4=CC=CC=C4C.[Cl-],Inactive,0,,,103.09,254
419,4243558,3238262,CC1=NC2=CC=CC=C2N1CCC3=NN4C(=N3)C5=CC=CC=C5N=C4SCC(=O)NCC6=CC=CO6,Inactive,0,,,104.47,254
420,26663055,1844827,CC1=C(C=CC=C1Cl)NC(=S)N2CCC3=CC(=C(C=C3C2)OC)OC,Inactive,0,,,100.34,254
421,17508992,1893230,C1=CSC(=C1)C(=O)N/C(=C/C2=CC=C(C=C2)Br)/C(=O)NCCO,Inactive,0,,,103.09,254
422,56463782,25102769,C[C@]12[C@H]([C@H]3COC4=C([C@@H]3N1C(=O)C5=CC(=C(C=C5NC2=O)OC)OC)C=CC(=C4)OC)C6=CC=CC=C6,Active,100,,,538.83,254
423,49726093,6495058,CC1=C(C=CC(=C1)S(=O)(=O)N2CCOCC2)OCC(=O)NC3=C(C=C(C=C3)Br)F,Inactive,0,,,109.97,254
424,49819488,2987279,C1=CC=C(C=C1)C(=O)NC(=O)NC2=NC=C(C=C2)Cl,Inactive,0,,,103.09,254
425,49730039,6493286,CCOCC1=NN=C(S1)NC(=O)COC2=CC3=C(C=C2)OCO3,Inactive,0,,,107.22,254
426,85272350,6479088,CC(=CCC/C(=C/CC1=C(C=CC(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)/C)C,Inactive,0,,,108.59,254
427,49725807,3190438,C1=CC=C(C=C1)N(C(C2=CC=CO2)C(=O)NCC3=CC=C(C=C3)F)C(=O)C4=C(C(=NS4)C(=O)N)N,Inactive,0,,,101.72,254
428,22400615,1862590,COC1=CC=C(C=C1)/C=C\2/C(=O)N(/C(=C(\C#N)/C(=O)NCC3=CC=CO3)/S2)C4=CC=CC=C4,Inactive,0,,,105.84,254
429,22405109,4076033,CCCCN(C)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,Inactive,0,,,230.93,254
430,16952949,2868128,CCOC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4OC3=O)C5=C(N2)C=CC6=CC=CC=C65,Inactive,0,,,118.21,254
431,47201167,135547290,COC1=CC=CC=C1N=C2NC(=O)/C(=C/C3=CC(=C(C=C3)O)OC)/S2,Inactive,0,,,109.97,254
432,17510400,9596025,CCCCCC(=O)NC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,103.09,254
433,24800532,16192201,CC1=C(C=CC(=C1)OC)C(=O)C2CCCN(C2)CC3=CC=CN3C4=CC=CC=N4,Inactive,0,,,108.59,254
434,17507043,803804,CC1=CC(=NC2=C1C3=C(S2)C(=C(C(=N3)N)C#N)C4=CC=CC=C4)C,Inactive,0,,,107.22,254
435,24816287,16194866,CC1=C(C2=C(C=C1)SC(=N2)N(CCCN(C)C)C(=O)C3=CC=C(S3)Br)C.Cl,Inactive,0,,,104.47,254
436,17507475,1140634,CC1=C(C(=CC=C1)NC(=O)/C(=C/C2=CN(C3=CC=CC=C32)CC(=O)NCC4=CC=CO4)/C#N)C,Inactive,0,,,105.84,254
437,22412867,14400564,CSC1=CC=CC=C1OC2CCN(CC2)CC3=CC=CC=C3.Cl,Inactive,0,,,101.72,254
438,14745416,5337216,C1=CC(=CC=C1C2=NN(C=C2/C=N/O)CCC#N)Cl,Inactive,0,,,104.47,254
439,24792293,2926474,CN1CCN(CC1)C2=C(C=C(C=C2)C(=O)C3=CC=C(C=C3)Br)[N+](=O)[O-],Inactive,0,,,104.47,254
440,49676124,2440506,COC1=CC=C(C=C1)/C=C(\C#N)/C2=CNC3=CC=CC=C32,Inactive,0,,,105.84,254
441,22414424,1226675,CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)C3CC3,Inactive,0,,,105.84,254
442,26662663,6888324,CCCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=CC=C4,Inactive,0,,,112.71,254
443,14740523,2963625,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)CSC4=NN=C(N4CC5=CC=CO5)CC6=CC=CS6,Inactive,0,,,97.59,254
444,26665384,16682430,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC(=O)NC4=CC=C(C=C4)C.[Cl-],Inactive,0,,,107.22,254
445,49736865,24793899,CC(CNC(=O)C1=CC=C(C=C1)OC2CCN(CC2)CC3=CC=CC=N3)C4=CC=CC=C4,Inactive,0,,,101.72,254
446,22408262,2461072,CCC1=CC2=C(C=C1)C(=CC(=O)O2)CN3CCC(=CC3)C4=CC=CC=C4,Inactive,0,,,107.22,254
447,51086746,16825526,COC1=CC=C(C=C1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCC3=CC=CC=C3OC,Inactive,0,,,101.72,254
448,26725525,16745747,CC1(C(=O)C=C2C=C(N(C=C2C1=O)C3=CC=C(C=C3)OC)CCCC(=O)OC)OC(=O)C4=CC=CS4,Inactive,0,,,105.84,254
449,56423598,663246,COC1=CC=C(C=C1)CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CC5=CN=CC=C5,Inactive,0,,,96.22,254
450,22412732,839760,COC1=CC(=C(C=C1/C=C/2\C(=O)NC(=S)N2)OC)N3CCCC3,Active,35,,,288.66,254
451,49680534,9114427,C1=CC2=C(C=CC=N2)C(=C1)NC(=O)/C(=C/C3=CC(=C(C=C3)O)O)/C#N,Inactive,0,,,107.22,254
452,85200309,44201431,C=CC[C@@H](CC1=CC=C(C=C1)F)C(=O)OC[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H](CC=C)CC(=O)N(CCO)CC4=CC=CC=C4,Inactive,0,,,104.47,254
453,4257526,2215707,CC1=CC(=C(N1CCOC)C)C(=O)CSC2=NC(=NC3=C2C4=C(S3)CCC4)C,Inactive,0,,,109.97,254
454,49826616,2641842,C1CN(CCN1C(=O)CSC2=CC=C(C=C2)Br)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,104.47,254
455,26658541,5721306,CCCCCC1C/C(=N\O)/C=C(C1C(=O)OC)C,Inactive,0,,,98.97,254
456,74373417,51358932,C1CN(CCN1C2=CC=CC=C2)C3=NC=NC4=C3N(C(=O)C(N4)CC5=CC=CC=C5)CC6=CC=C(C=C6)Br.C(=O)(C(F)(F)F)O,Inactive,0,,,109.97,254
457,22416317,2932093,CC(C1=CC=CC=C1)NC(=O)CCSCCC(=O)NC(C)C2=CC=CC=C2,Inactive,0,,,101.72,254
458,51085167,24891874,C1CN(CCN1C2=CC=CC=C2)C3=NC=NC4=C3N(C(=O)C(N4)CC5=CC=CC=C5)CC6=CC=C(C=C6)Cl.C(=O)(C(F)(F)F)O,Inactive,0,,,104.47,254
459,57255841,4826345,CC1=CC(=C(C=C1NS(=O)(=O)C2=CC=C(C=C2)Cl)SC3=NC=NN3)O,Inactive,0,,,103.09,254
460,74373416,51358926,CCC1C(=O)N(C2=C(N1)N=CN=C2N3CCN(CC3)C4=CC=CC=C4)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,0,,,107.22,254
461,47202688,5349847,C1=CC=C(C=C1)NC(=O)C(=O)NCC2=CC=C(O2)/C=N\NC(=O)C(=O)NC3=CC=CC=C3Br,Inactive,0,,,101.72,254
462,26725887,2042569,COC1=C(C=CC(=C1)/C=C\2/C(=O)N(C(=S)S2)NC(=O)C3=CN=CC=C3)O,Inactive,0,,,103.09,254
463,24833605,4272400,CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)N4CCN(CC4)C5=NC=CC=N5,Inactive,0,,,105.84,254
464,17516580,9671960,CCOC(=O)C1=C(SC(=C1C2=CC=C(C=C2)Cl)/C=N/NC3=CC=CC=C3)/N=C/N(C)C,Inactive,0,,,103.09,254
465,49642246,24746870,CC[N+]1=C(C=CC2=CC=CC=C21)/C=C/C3=CC(=C(C=C3)OC)OC.[I-],Inactive,0,,,177.32,254
466,17506055,1839665,CC1=CC(=C(C=C1)OCCN2C(=NC3=CC=CC=C3C2=O)C4=CC=C(C=C4)OC)C,Inactive,0,,,103.09,254
467,26666180,72512,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C,Inactive,0,,,125.09,254
468,26664396,31316,CC1=CC(=C(C=C1C2(C3=CC=CC=C3C(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O,Inactive,0,,,116.84,254
469,49670904,24761624,C1=CC(=CC=C1CN2C(=O)/C(=C\C3=C(C=CC(=C3)[N+](=O)[O-])O)/SC2=S)Cl,Active,100,,,507.22,254
470,49828607,24820021,CCCCCCCC(=O)NC1=C(C=CC(=C1)C(=O)NCCC)N2CCC3(CC2)CC(=NO3)C4=CC=CC=C4,Inactive,0,,,116.84,254
471,17416113,2892377,COC(=O)CN1C(C(=O)N(C1=S)C2=CC=C(C=C2)Cl)CC(=O)NC3=CC=C(C=C3)Cl,Inactive,0,,,93.47,254
472,17505567,1954529,CC1=CC(=C(C=C1)C)OCCN2C(=NC3=CC=CC=C3C2=O)C4=CC=C(C=C4)OC,Inactive,0,,,101.72,254
473,26665966,16682470,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC4=CC(=CC=C4)Cl.[Br-],Inactive,0,,,107.22,254
474,22401256,6889454,CC(C)N1C=C(C2=CC=CC=C21)/C=N/NC(=O)COC3=CC=CC4=C3N=CC=C4,Inactive,0,,,111.34,254
475,14735361,4116044,COC1=C(C=C(C=C1)CCNC(=O)C2CCN(CC2)S(=O)(=O)N3CCC4(CC3)OCCO4)OC,Inactive,0,,,103.09,254
476,22413167,1203670,CC1=C(C(=CC=C1)C)C(=NC)C2=CC=CC=C2,Inactive,0,,,103.09,254
477,49670732,20832411,C[N+]1=C(C=CC2=CC=CC=C21)/C=C/C3=CC(=C(C=C3)OC)OC.[I-],Inactive,0,,,226.8,254
478,57262951,16292129,CC1=C(C=C(C=C1)C(C)(C)C)S(=O)(=O)N2CCC(CC2)C(=O)N3CCN(CC3)C4=CC=C(C=C4)O,Inactive,0,,,116.84,254
479,49646075,854703,CC1=C(OC2=C1C=C3C=CC(=O)OC3=C2)C,Inactive,0,,,104.47,254
480,14736939,9550862,C1=CC=C2C(=C1)C=CC=C2CC(=O)O/N=C(/C3=CC=CC=N3)\N,Inactive,0,,,108.59,254
481,4261262,580038,CN1C2CCC1CC(C2)OC(=O)CCN3CCCC3,Inactive,0,,,101.72,254
482,24836424,2376911,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C(=O)OCC(=O)NCC3=CC=CO3,Inactive,0,,,103.09,254
483,17409273,1104014,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=CC4=CC=CC=C4OC3=O)[N+](=O)[O-],Inactive,0,,,107.22,254
484,47195534,3681718,C1CN(C(C2=CC=CC=C21)CC(=O)O)S(=O)(=O)C3=CC=CS3,Inactive,0,,,100.34,254
485,14721253,3210440,CC1=CC=C(C=C1)S(=O)(=O)CN2C(=NN=N2)C(CC(C)C)N3CCN(CC3)C4=CC=CC=C4,Inactive,0,,,107.22,254
486,17508408,1570046,C1=CC=C(C=C1)OCCCC(=O)NC2=CC=CC=C2C(F)(F)F,Inactive,0,,,100.34,254
487,14731819,2975719,CC1=C(C(NC2=NC3=CC=CC=C3N12)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)NC5=CC=CC=C5,Inactive,0,,,108.59,254
488,17504400,713674,COC1=CC=CC=C1CSC2=NC=C(N2)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,0,,,109.97,254
