PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,SampleRatio,PlateCutoff
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Ratio of median channel fluorescence of test sample to DMSO control,Average plus five standard deviations of the SampleRatios on a particular assay plate
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10,
1001,24808015,2870138,C1COC(C2=CC=CC=C21)CNC(=O)CC3=CC=CC=C3,Inactive,0,,,108.95,238
1002,49732066,24792949,COCC1CCN(C1)C(=O)C2=NOC(=C2)COC3=CC=C(C4=CC=CC=C43)OC,Inactive,0,,,104.67,238
1003,846490,648878,CCN(CC)C1=CC2=C(C=C1)C(=C(C(=O)O2)Br)Cl,Active,100,,,451.8,238
1004,49718864,24790476,COC(=O)C1=CC=C(C=C1)CN2CCC(CC2)OC3=CC=CC(=C3)C(=O)N4CCCC4,Inactive,0,,,116.42,238
1005,17505674,3835082,CCCOP(=O)(C1=CC=C(C=C1)N(C)C)C(C2=CC=C(C=C2)N(C)C)NC3=CC=CC=C3,Inactive,0,,,112.15,238
1006,49828808,16309822,CN(C1CCS(=O)(=O)C1)C(=O)CSC2=NC=CC=N2,Inactive,0,,,112.15,238
1007,17514747,135517174,CC1=C(C=C(C=C1)N=C2NC(=O)/C(=C\C3=CC=CS3)/S2)C,Inactive,0,,,101.47,238
1008,49828758,16346443,C1CC(OC1)CNC(=O)COC(=O)C2=C(C=CC=C2Cl)Cl,Inactive,0,,,111.08,238
1009,17516697,4884084,COC1=CC=CC=C1NC(=O)CNC2=CC(=C(C=C2)F)Cl,Inactive,0,,,113.22,238
1010,51086597,16825515,COC1=CC=CC=C1CNC(=O)C(=O)NCC2N(CCO2)S(=O)(=O)C3=CC=C(C=C3)Br,Inactive,0,,,110.01,238
1011,22413702,5431409,CCC1=NN2C(=N)/C(=C/C3=C(N(N=C3C)C4=CC=CC=C4)Cl)/C(=O)N=C2S1,Inactive,0,,,110.01,238
1012,24820541,1483534,COC(=O)C1=NN(C(=O)C=C1SC2=CC=C(C=C2)Cl)C3=CC=CC=C3,Inactive,0,,,107.88,238
1013,22405756,3996616,CC(CCC1=CC=CC=C1)NC(=O)COC(=O)C2=C3C=CC=CC3=CC4=CC=CC=C42,Inactive,0,,,110.01,238
1014,49715878,15997480,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=CC=C(C=C3)NC(=O)C4=CC=CS4,Inactive,0,,,108.95,238
1015,17511578,2035919,CN1C2=CC=CC=C2C(=O)C3=C1N=C(N(C3=O)CC4=CC=C(C=C4)OC)C5=CC=CC=C5,Inactive,0,,,110.01,238
1016,49731753,1794350,CCCOC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)NC(=O)C3=CC=CS3,Inactive,0,,,104.67,238
1017,87335961,2302351,COC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCN4CCOCC4,Inactive,0,,,107.88,238
1018,49714905,9678211,C/C(=N\NC(=O)C1=C(N(N=N1)C2=NON=C2N)CSC3=CC=CC=C3)/C4=CC5=C(C=C4)OCO5,Inactive,0,,,104.67,238
1019,14741248,9551656,CC(C)(C)C(=O)[C@H]1[C@@H]([C@@]2(C3N1N=CC4=CC=CC=C34)C(=O)OC(=N2)C5=CC=CC=C5)C6=CC=C(C=C6)OC,Inactive,0,,,120.69,238
1020,49680550,9565540,CC1=C(C(=O)N(C(=O)N1C)C)/C=N/NC(=O)C2=C(C=CC(=C2)Br)O,Inactive,0,,,104.67,238
1021,49816287,798624,CC(C)C1=CC=C(C=C1)OCC(=O)NC2CCCC2,Inactive,0,,,113.22,238
1022,17507787,12004702,CC[N+]1=C(SC2=C1C=CC(=C2)OC)/C=C/C=C/N(C3=CC=CC=C3)C(=O)C.[I-],Active,100,,,346.06,238
1023,49818384,16522588,C1=CC=C(C=C1)C(=O)NC(=O)COC(=O)C2=CN=C(C=C2)Cl,Inactive,0,,,110.01,238
1024,24809152,2843950,CCN(CC)C1=C2C(=C(C=C1)[N+](=O)[O-])C=CC=N2,Inactive,0,,,106.81,238
1025,22403475,841755,CCN1C(=C(C=N1)Br)C(=O)NC2=CC(=CC(=C2)C)C,Inactive,0,,,107.88,238
1026,24791861,6153896,C1=CC=C(C=C1)/C=C/C=C/2\C(=O)N(C(=S)S2)CCC(=O)OCC(=O)NC3=C(C=CC(=C3)F)F,Inactive,0,,,104.67,238
1027,26659646,375895,COC1=C2C(=C(C=C1)OC)C(=O)C(=C(C2=O)Cl)Cl,Inactive,0,,,122.83,238
1028,17513884,12005745,C1=CC=C2C3[C@@H]4[C@H]([C@H](N3N=CC2=C1)C(=O)C5=CC=C(C=C5)Cl)C(=O)N(C4=O)C6=CC=C(C=C6)Cl,Inactive,0,,,113.22,238
1029,49816581,2204682,C1=CC=C(C=C1)C2=CC=C(C=C2)OCC(=O)NNC(=O)NC3=C(C=C(C=C3)F)F,Inactive,0,,,108.95,238
1030,24823724,16195554,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,Active,100,,,733.78,238
1031,85273733,62920,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,Inactive,0,,,114.29,238
1032,14738636,750692,CC(C)C1=CC=C(C=C1)/C=C\2/C(=O)N3C(=NC(=N3)C4=CC=NC=C4)S2,Inactive,0,,,104.67,238
1033,22410094,4119066,C1=CC=C(C=C1)C(C[N+](=O)[O-])C2=C(NNC2=O)C3=CC=CC=C3O,Inactive,0,,,107.88,238
1034,4252431,135485433,CC1=CC=CC=C1CSC2=NC3=C(CCC3)C(=O)N2,Inactive,0,,,108.95,238
1035,17387233,6871546,CC1=CC(=C(N1C2=CC(=C(C=C2)Cl)Cl)C)/C=N/NC(=O)C(=O)NC3=CC(=CC=C3)OC,Inactive,0,,,113.22,238
1036,74373592,51358946,CC1=CC=C(C=C1)CN2C(=O)C(NC3=C2C(=NC=N3)N4CCN(CC4)C5=CC=CC=C5)CC(C)C.C(=O)(C(F)(F)F)O,Inactive,0,,,108.95,238
1037,7972104,943655,C1=CC=C(C(=C1)C(=O)NC2=CC=CC=C2O)O,Inactive,0,,,104.67,238
1038,22412096,3390011,C1C2C3C(C1C(C2OC3=O)Cl)C(=O)O,Inactive,0,,,107.88,238
1039,56322742,10140115,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl,Inactive,0,,,110.01,238
1040,24794827,2974588,C1=CC=C(C=C1)CN2C3C(C(=N2)C4=CC=C(C=C4)[N+](=O)[O-])C(=O)NC3=O,Inactive,0,,,151.67,238
1041,862258,663481,COC(=O)[C@H](CCSC)NC(=O)NCC1=CC=CS1,Inactive,0,,,110.01,238
1042,49674586,24761721,CC(=O)OCCC(C1=CC=CC=C1)NS(=O)(=O)OCC(Cl)(Cl)Cl,Inactive,0,,,111.08,238
1043,24802748,1084442,CC1=NN=C(O1)SCC2=CC=C(C=C2)[N+](=O)[O-],Inactive,0,,,110.01,238
1044,74373715,42601191,CC1=CC2=C(C=C1)C(=O)N3[C@@H]4[C@H](COC5=C4C=C(C=C5)Cl)[C@@H]([C@@]3(C(=O)N2)C)C6=CC=CC=C6,Inactive,0,,,102.54,238
1045,14737498,9551045,C1CC(C1)C(=O)N2CCC3=C2C=CC(=C3)S(=O)(=O)NCC4=CC=CC=N4,Inactive,0,,,108.95,238
1046,74373693,42601169,CC1=CC2=C(C=C1)C(=O)N3[C@@H]4[C@H](COC5=C4C=CC(=C5)OC)[C@@H]([C@@]3(C(=O)N2)C)C6=CC=CC=C6,Inactive,0,,,103.6,238
1047,17511458,12005523,CCO.CC(C)(C)C(=O)CSC1=NC2=C(CCC2)C(=C1C#N)C3=CC=CS3,Inactive,0,,,104.67,238
1048,7967771,1520549,CCCC1=NC2=C(C(=N1)N3CCN(CC3)C)SC(=S)N2C4=CC=CC=C4,Inactive,0,,,99.33,238
1049,17415268,5720765,CCCCCC(=O)N/N=C(\C)/C1=CC=C(C=C1)Cl,Inactive,0,,,111.08,238
1050,47200607,3254349,CCC(C)C(=O)NC1=NN=C(S1)CCC2=CC=CC=C2,Inactive,0,,,106.81,238
1051,14722669,795491,CC(C)CC1=NN=C(S1)NS(=O)(=O)CC2=CC=CC=C2,Inactive,0,,,107.88,238
1052,49722609,20953693,CCC1=CC=C(C=C1)C2=NN3C(=NN(C(=O)C3=C2)CC(=O)NCCN4CCCCC4C)C,Inactive,0,,,107.88,238
1053,14722576,247216,CCOC1=CC=C(C=C1)S(=O)(=O)N2CCCCCC2,Inactive,0,,,107.88,238
1054,49829309,698783,CN1C=CC(=N1)C(=O)NC2=C(C3=C(S2)CCC3)C#N,Inactive,0,,,105.74,238
1055,14722679,3194282,CCC(=O)N(CC1=CC=C(C=C1)C)CC2=CC3=CC4=C(C=C3NC2=O)OCO4,Inactive,0,,,104.67,238
1056,49678215,6710451,COC1=CC=CC(=C1)NC(=O)C2=CC3=C(CCCC3)C=C2,Inactive,0,,,103.6,238
1057,14722682,1356333,C1CN(CCN1C2=CC=CC=C2)S(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inactive,0,,,110.01,238
1058,49820915,1960924,COC1=CC(=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3)OC,Inactive,0,,,107.88,238
1059,14722683,2901784,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(C)C3=CC=CC=C3O,Inactive,0,,,105.74,238
1060,56422509,62920,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,Inactive,0,,,103.6,238
1061,14745910,9551998,CC1=CC=C(C=C1)N2C3=[N+](C=C2C4=CC=C(C=C4)Br)C5=C(CC3)C=CC6=C5N=CC=C6.[Br-],Inactive,0,,,106.81,238
1062,49642135,669094,CC1=CC(=C(C(=C1)C)S(=O)(=O)N2CCC3=CC=CC=C32)C,Inactive,0,,,207.21,238
1063,22408002,3383797,CC1CCC2=C(C1)SC3=NC(=NC(=C23)N4CCC5=CC(=C(C=C5C4)OC)OC)CN6CCOCC6,Inactive,0,,,100.4,238
1064,26659746,1965253,CCCCC1=NN=C2N1C3=CC=CC=C3N=C2N(C)S(=O)(=O)C4=CC=C(C=C4)C,Inactive,0,,,104.67,238
1065,17512848,135484398,C1CC2=CC=CC=C2N(C1)CC(=O)N/N=C/C3=C(C=CC4=CC=CC=C43)O,Inactive,0,,,93.99,238
1066,4260376,868027,COC1=CC=CC=C1CNC(=O)COC2=CC=CC=C2OC,Inactive,0,,,107.88,238
1067,49817590,7852898,COC1=CC=CC=C1C(=O)COC(=O)/C=C/C2=CC=CC=C2,Inactive,0,,,111.08,238
1068,87334304,16060040,C1COC(=O)N1C(=O)[C@H]2[C@@H](C(=NN2C3=CC=CC=C3)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)F,Inactive,0,,,110.01,238
1069,49668319,24761361,CC1=CC2=C(C=C1)S/C(=C\C3=CC=CC=[N+]3C)/N2C.[I-],Inactive,0,,,166.62,238
1070,24826594,4115663,C1C(OC2=CC=CC=C2O1)C(=O)NNC(=O)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,0,,,106.81,238
1071,17403331,3192708,COC1=CC=C(C=C1)C2=NSC(=C2N)C(=O)N(C3=CC=C(C=C3)F)C(C4=CC=C(C=C4)OC)C(=O)NC5CCCC5,Inactive,0,,,106.81,238
1072,49731364,24792832,CN1C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C4=CC=CC=N4)S/C(=C\C5=CC=C(C=C5)C(F)(F)F)/C1=O,Inactive,0,,,100.4,238
1073,56423657,1085291,C1=COC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)O)C(=O)O,Inactive,0,,,106.81,238
1074,49731156,4131121,CCC1CCCCN1C(=O)C2=CC3=C(S2)N=C4C(=CC=CN4C3=O)C,Inactive,0,,,106.81,238
1075,24806703,5767382,C1=CC=C2C(=C1)N=C(S2)/C(=C\C3=CC=NC=C3)/C#N,Inactive,0,,,102.54,238
1076,49674687,5289419,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,Inactive,0,,,105.74,238
1077,57260260,16297056,CNS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC(=O)NCC2COC3=CC=CC=C3O2,Inactive,0,,,104.67,238
1078,81066557,42628329,CC1=CC(=CC=C1)NC(=O)C2=C(NC=N2)C(=O)N[C@H](C)C3=CC=CC=C3,Inactive,0,,,105.74,238
1079,57268168,16310560,CN(C)C1=C(C=C(C=C1)S(=O)(=O)N2CCCCC2)NC(=O)CCC3=CC=C(C=C3)OC,Inactive,0,,,102.54,238
1080,87339671,2963625,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)CSC4=NN=C(N4CC5=CC=CO5)CC6=CC=CS6,Inactive,0,,,90.79,238
1081,14746507,3567758,CC1CCC(CC1)NCC(C2=CC=CC=C2)O,Inactive,0,,,107.88,238
1082,17407894,11958717,CCCCCCOC(=O)C[N+](C)(C)CCOC1CC2CCC1(C2(C)C)C.[Cl-],Inactive,0,,,107.88,238
1083,14746028,2322379,C1CCC2=C(C1)N=C(S2)P(=O)(C3=CC=CC=C3)NC4=C(C=CC=C4Cl)Cl,Inactive,0,,,108.95,238
1084,17407220,11958505,CCN1CCN(CC1)C2=CC(=NC(=N2)C3=CC=C(C=C3)OC)SC(C)C.Cl,Inactive,0,,,105.74,238
1085,14745938,135485048,CC/C(=C(\C#N)/C1=NN=C2N1CCCCC2)/O,Inactive,0,,,105.74,238
1086,14724454,1036045,CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=CC=CC=C4O3,Inactive,0,,,153.81,238
1087,14746200,1252204,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCCO3,Inactive,0,,,105.74,238
1088,26664133,1493694,CC(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)NC(=O)N3,Inactive,0,,,107.88,238
1089,14746451,2231817,C1=COC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CC(=O)O,Inactive,0,,,106.81,238
1090,22408278,2411550,C1C(=O)N(C(=O)S1)CCNC(=O)COC(=O)C2=CC(=CC(=C2)Cl)Cl,Inactive,0,,,104.67,238
1091,14729663,2243102,CNCC1=CC=CC=C1OCC(=O)NC2=CC=CC=C2,Inactive,0,,,105.74,238
1092,22414200,4247523,CN1C=C(C(=N1)C(=O)NC2=NN(C=C2)C34CC5CC(C3)CC(C5)C4)[N+](=O)[O-],Inactive,0,,,114.29,238
1093,49677642,9508757,C1CN(CC2=CC=CC=C21)C(=O)NCC3=CC=C(C=C3)Cl,Inactive,0,,,105.74,238
1094,17509044,3107077,CC1=CC=CC=C1OCCNC2=C(C=CC(=C2)N3CCN(CC3)CCO)[N+](=O)[O-],Inactive,0,,,106.81,238
1095,24789987,16189470,CCN1C=C(C(=O)C2=C1C=CC(=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3)C(=O)NCCCN5CCCC5,Inactive,0,,,100.4,238
1096,17508128,3177222,CC1=CC=CC=C1CCN(CC2=CC3=CC(=C(C=C3NC2=O)OC)OC)C(=S)NCCCN(C)C,Inactive,0,,,104.67,238
1097,24820313,2766486,CC1=C2CCCC2=NC(=N1)S(=O)(=O)CC3=CC=C(C=C3)Cl,Inactive,0,,,104.67,238
1098,56324258,6493272,CC(C)(C)C1=NN=C(S1)NC(=O)COC2=CC3=C(C=C2)OCO3,Inactive,0,,,112.15,238
1099,24795920,887627,C1OC2=C(O1)C=C(C=C2)NC(=O)CC3=CC=CC=C3[N+](=O)[O-],Inactive,0,,,102.54,238
1100,85200937,44202057,C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3CCCCC3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=C(C=C4)OC)[C@H](C)CO,Inactive,0,,,127.1,238
1101,22405113,3614365,C1CCCN(CC1)C2=CC3=CC(=C(C#N)C#N)CCC3CC2,Active,20,,,258.48,238
1102,24807012,3121944,C1C2C3=CC=CC=C3OC(N2N=C1C4=CC=CS4)C(=O)C5=CC=CC=C5,Inactive,0,,,119.63,238
1103,49728916,684783,CCC1=NN=C(S1)NC(=O)COC2=CC3=CC=CC=C3C=C2,Inactive,0,,,114.29,238
1104,7970767,2160302,CC(C)(C)N1C(=C2CS(=O)CC2=N1)NC(=O)CC3=CC=C(C=C3)OC,Inactive,0,,,114.29,238
1105,49675519,4271012,CCCN1C2=C(N=C1C3=CC(=C(C(=C3)OC)OC)OC)N(C(=O)NC2=O)CC4=CC=CC=C4,Inactive,0,,,99.33,238
1106,17433000,1291068,C1COCCN1C2=CC=CC=C2NC(=S)NC(=O)CC3=CC=C(C=C3)Cl,Inactive,0,,,112.15,238
1107,49674184,1548116,COC1=CC(=CC(=C1)C(=O)NC2=C(C3=C(S2)CCC3)C(=O)N)OC,Inactive,0,,,106.81,238
1108,24823831,6621522,CC1=CC2=C(C=C1N=CN(C)C)N=C3C(=N2)C(=O)N(C(=O)N3)CC=C,Inactive,0,,,147.4,238
1109,4244606,3239181,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=NC4=C(O3)N=CC=C4)Cl,Inactive,0,,,113.22,238
1110,49726107,135417915,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC=CC=C4)S(=O)(=O)C5=CC=CC=C5C(F)(F)F,Inactive,0,,,108.95,238
1111,844067,646377,CC(C)N1C2=CC=CC=C2N=C1N3CCN(CC3)CC(=O)NCC4=CC=CS4,Inactive,0,,,104.67,238
1112,49647956,9670739,COC1=C(C=C(C=C1)CC(=O)O/N=C(/C2=CC=CC=C2)\N)OC,Inactive,0,,,107.88,238
1113,26665663,6866993,COC1=CC=CC=C1/C=C/C=N/N2C(=NNC2=S)C3=C(C=C(C=C3)Cl)Cl,Inactive,0,,,101.47,238
1114,85148898,44144092,COC1=CC=C(C=C1)[C@@H]2CC(=CC(=O)C2)C3=C4C=C(C=CC4=NC=C3)Cl,Inactive,0,,,104.67,238
1115,49648477,24747831,CC(C)CCNC(=O)C1=C(ON=C1CSC2=CC=CC=N2)C(=O)NCCC(C)C,Inactive,0,,,103.6,238
1116,4249767,5392310,CC1=CC=C(C=C1)C2=NN3C(=O)/C(=C/C4=CC=CO4)/SC3=N2,Inactive,0,,,97.2,238
1117,46500106,16759713,CC(C)CN1C=C2C(=CC(=O)C(C2=O)(C)OC(=O)C3=NC4=CC=CC=C4N=C3)C=C1/C=C/COC,Inactive,0,,,102.54,238
1118,49717371,20919610,CC1=C2C(=NN(C(=O)C2=NN1C3=CC=CC=C3)CC(=O)NCC4=CC=CS4)C,Inactive,0,,,99.33,238
1119,47204454,23724418,CCN(CC)C1=CC(=C(C=C1)/C=C/C2=CC=CC=[N+]2C)OC.[I-],Active,100,,,3330.31,238
1120,85304474,1341381,CC(=O)C1=C(NC(=NC1=S)C2=CC=CC=C2)N3CCN(CC3)CC4=CC=CC=C4,Inactive,0,,,133.51,238
1121,853613,656271,COC1=CC=C(C=C1)C2=NCC(=O)N(C3=C2C4=C(S3)CCCC4)CC(=O)NCC5=CC=CO5,Inactive,0,,,113.22,238
1122,87345168,9551234,CCCN(CCC)CCNS(=O)(=O)C1=CC2=C(C=C1)N(CC2)C(=O)C3CCC3,Inactive,0,,,106.81,238
1123,4248243,3242345,COC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,Inactive,0,,,97.2,238
1124,49667132,24761154,CC1=CC2=C(C=C1)N(C(=C2/C=C/C3=CC=[N+](C=C3)C)C)C.[I-],Active,100,,,4895.06,238
1125,57265383,4792203,C1COCCN1C2=CC=C(C=C2)NC(=O)CSC3=CC=CC=C3F,Inactive,0,,,117.49,238
1126,49665477,1104480,C1=CC=C(C(=C1)NC(=O)C2=CC3=C(C=CC(=C3)Br)OC2=O)O,Inactive,0,,,113.22,238
1127,57262908,2329978,COC1=CC=CC=C1NC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CS3,Inactive,0,,,111.08,238
1128,17413441,2833359,CC1=C(SC=[N+]1CC2=CC=CC=C2)CCOC(=O)C34CC5CC(C3)CC(C5)(C4)C.[Cl-],Inactive,0,,,114.29,238
1129,14733662,967610,CC1=C(C=C(C=C1)NC(=O)C2=CC=CC=C2SC)C,Inactive,0,,,107.88,238
1130,49665172,24761063,CN1C=C(C2=C1C=CC(=C2)OC)/C=C/C3=CC=[N+](C=C3)C.[I-],Active,100,,,1464.35,238
1131,57264866,16297305,CC1=CC=C(C=C1)C(=O)OCC(=O)NCC2COC3=CC=CC=C3O2,Inactive,0,,,118.56,238
1132,16953482,3610813,C1CC(C2=CC=CC=C2C1)NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCN(CC4)C5=CC=CC=C5,Inactive,0,,,113.22,238
1133,49737190,135584532,C1CN(CCC1C2=NC3=C(C(=O)N2)N=NN3CC4=CC=CC=C4F)S(=O)(=O)C5=CC6=C(C=C5)OCCO6,Inactive,0,,,110.01,238
1134,14729712,3582157,CCOC(=O)C(C(F)(F)F)(NC1=NN=C(S1)C)NC(=O)C2=CC(=CC=C2)Cl,Inactive,0,,,105.74,238
1135,49829304,9640315,C/C(=N\NC(=O)C1=C(N(N=N1)C2=NON=C2N)C3=CC(=CC=C3)OC)/C4=CC=C(S4)Cl,Inactive,0,,,103.6,238
1136,22414514,982778,CCN1C2=C3C(=C(C=C2)S(=O)(=O)N(C4=CC=C(C=C4)OC)C(=O)C5=CN=CC=C5)C=CC=C3C1=O,Inactive,0,,,101.47,238
1137,4262623,2970330,CC1=CC2=C(C=C1)N(CCC2)C(=O)C3CCCO3,Inactive,0,,,102.54,238
1138,851175,653735,C1CSC(=O)C1NC(=O)COC2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,98.26,238
1139,22403708,2290834,COC1=CC=C(C=C1)N/C=C/C(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,93.99,238
1140,17504660,2191930,CC1=CC(=CC=C1)C(=O)NC2=NN=C(S2)SCC(=O)NC3=CC4=C(C=C3)C5=CC=CC=C5O4,Inactive,0,,,91.86,238
1141,51087929,5916626,COC1=C(C=CC(=C1)/C=C/C(=O)C2=CC=C(O2)[N+](=O)[O-])O,Inactive,0,,,187.98,238
1142,24810449,780203,CC(=O)C1=C(N=C(N=C1SC)C2=CC=CC=C2)N3CCOCC3,Inactive,0,,,97.2,238
1143,24779853,16187190,COC1=C(C=C(C=C1)/C=C(\C#N)/C(=O)NC2=CC=CC3=C2C=CC=N3)OC.Cl,Inactive,0,,,97.2,238
1144,17415305,11958900,C1CN(CCN1CC(COCC2COC3=CC=CC=C3O2)O)C4=CC=CC=C4.Cl,Inactive,0,,,101.47,238
1145,22400565,54715810,C1CCC2=C(C1)C(=C(C(=O)N2)C(=O)N/N=C/C3=CC(=CC=C3)F)O,Inactive,0,,,84.38,238
1146,26662493,933649,CC1=CC=C(C=C1)CSC2=NN=C(O2)CCNC(=O)OC(C)(C)C,Inactive,0,,,99.33,238
1147,49736349,3216581,CC1=CC(=NO1)NC(=O)CCC(=O)N(CCO)C(C2=CC=C(C=C2)OC)C(=O)NC(C)(C)C,Inactive,0,,,97.2,238
1148,56321022,1589729,COC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC(=C(C=C2)O)SC3=NC=NN3,Inactive,0,,,96.13,238
1149,49737453,24794182,C1CCC(C1)CCCNC(=O)C2CCC(=O)N(C2)CC3=CC=C(C=C3)Cl,Inactive,0,,,98.26,238
1150,14730688,724128,CC1=CC=CC=C1OCC(=O)NCCC2=NC3=CC=CC=C3N2,Inactive,0,,,96.13,238
1151,14729616,915889,CCOC(=O)C1=C(N(C(=C1C)C)CC2=C(C(=CC=C2)OC)OC)C,Inactive,0,,,97.2,238
1152,26724555,3242247,CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=C(ON=C4C)C)C,Inactive,0,,,97.2,238
1153,14730886,330452,C1COCCN1CCCNC(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)NCCCN4CCOCC4,Inactive,0,,,97.2,238
1154,51087598,6401273,C1CCC(CC1)NC(=O)CSC2=NN=C(C=C2)C3=CC=CC=C3,Inactive,0,,,98.26,238
1155,56463066,11102,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2.[Br-],Inactive,0,,,101.47,238
1156,49725439,3230729,C1CC(CN(C1)S(=O)(=O)C2=CC=CC(=C2)C(F)(F)F)C(=O)NCC3CCCO3,Inactive,0,,,96.13,238
1157,17515619,2137779,CCCCC1C2=C(CCCC2=O)OC3=C1C(=O)CCC3,Inactive,0,,,93.99,238
1158,87339853,1257041,CC1=CC(=C(C=C1)C)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=C(C(=C(S4)C)C)C(=O)N,Inactive,0,,,98.26,238
1159,49736505,4030470,CC1=CC(=C(C=C1C)S(=O)(=O)NC2=CC(=C(C=C2)O)SC3=NC=NN3)C,Inactive,0,,,91.86,238
1160,85201179,44202263,COC1=CC2=C(C=C1)SC(=C2C3=CC=C(C=C3)OCCN4CCOCC4)C5=CC(=CC=C5)OC,Inactive,0,,,90.79,238
1161,24811397,2846928,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Br-],Inactive,0,,,100.4,238
1162,22401754,6866920,C1=CC(=C(C(=C1)Cl)Cl)/C=N/NC(=O)CC2=CC(=O)NN2,Inactive,0,,,91.86,238
1163,49717725,20912415,CC1=CC(=C(C=C1)C)N2CCN(CC2)C(=O)C3CCCN(C3)C4=NC=NC5=C4N=C6N5CCCCC6,Inactive,0,,,79.04,238
1164,17513844,12005741,C1CC2=[N+](C=C(N2C1)C3=CC(=C(C=C3)Cl)Cl)CC(=O)OCC4=CC=CC=C4.[Br-],Inactive,0,,,112.15,238
1165,26661495,6891044,CCOC1=CC=C(C=C1)C2=C(N=NN2C3=NON=C3N)C(=O)N/N=C/C4=CC=CC=C4,Inactive,0,,,93.99,238
1166,22403624,2514076,CN(CC(=O)NC1=CC(=CC=C1)OC)C(=O)/C=C/C2=C(C=CC(=C2)OC)OC,Inactive,0,,,91.86,238
1167,7968355,5309355,CCOC1=CC=C(C=C1)NC(=O)N2CCC(CC2)N3C4=CC=CC=C4NC3=O,Inactive,0,,,91.86,238
1168,26728728,2810279,CCOC(=O)N1CCC2(CC1)C3=C(CCN2)C4=CC=CC=C4N3,Inactive,0,,,97.2,238
1169,4263655,2970319,C1CC(OC1)C(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,93.99,238
1170,24841074,667355,C1=CC(=CC(=C1)Cl)NC(=O)CSC2=NN=C(N2CC3=CC=CO3)CC4=CC=CS4,Inactive,0,,,92.92,238
1171,24794967,2237135,CN(CC1=CC=CC=C1)C(=O)C2=NN3C(=CC(=NC3=C2)C4=CC(=C(C=C4)OC)OC)C(F)(F)F,Inactive,0,,,96.13,238
